fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
5.7,2010-01-31 04:54:42 UTC,-73.997118,40.746774,-73.97949,40.739844,1
4.0,2013-11-06 11:47:12 UTC,-73.975625,40.74904,-73.971642,40.75465,1
7.3,2011-04-11 16:11:00 UTC,-73.981553,40.767893,-73.98933199999998,40.755282,1
12.9,2012-07-30 20:57:50 UTC,-73.97477099999998,40.75866,-73.962314,40.811508,1
4.0,2013-05-09 23:58:29 UTC,-66.189705,45.461973,-66.102871,45.389289,1
4.9,2010-05-11 20:56:00 UTC,-73.989498,40.762948,-74.002708,40.760607,1
6.5,2009-12-30 20:30:28 UTC,-73.96929200000002,40.763742,-73.95479499999998,40.777393,1
6.5,2010-08-16 06:04:00 UTC,-73.86274,40.76899,-73.986358,40.75029,1
3.7,2009-01-26 08:20:00 UTC,-73.982258,40.768875,-73.98333000000002,40.760845,3
16.1,2011-03-08 21:45:53 UTC,-73.968287,40.759147,-73.948625,40.823838,2
13.3,2009-10-19 13:54:16 UTC,-73.969492,40.797563,-73.938459,40.851244,1
9.0,2015-02-21 19:31:16 UTC,-74.01061248779298,40.71186065673828,-74.00686645507811,40.73303985595703,1
9.7,2012-08-04 19:32:05 UTC,-73.946954,40.776479,-73.97267,40.7493,3
4.5,2009-12-05 00:40:24 UTC,-73.977204,40.752226,-73.986395,40.748603,2
14.9,2009-08-21 20:54:06 UTC,-73.980902,40.764882,-73.99557800000002,40.72224,1
5.5,2015-05-02 02:31:14 UTC,-73.9919662475586,40.7258186340332,-73.98369598388672,40.73196792602539,1
7.0,2013-11-21 08:14:42 UTC,-73.968552,40.758921,-73.961597,40.76869,4
10.9,2012-07-12 15:10:39 UTC,-73.990138,40.738146,-73.96198299999998,40.768568,2
14.0,2013-03-09 15:45:57 UTC,-73.968491,40.801842,-73.995818,40.75976,1
20.0,2013-04-27 00:11:22 UTC,-74.007308,40.715801,-73.962738,40.7201,1
13.7,2010-08-10 15:30:20 UTC,-73.993586,40.72146,-74.00287,40.723528,1
16.0,2015-04-06 17:49:35 UTC,-73.9942626953125,40.75040054321289,-73.9559555053711,40.78464126586913,2
7.7,2010-12-25 01:20:00 UTC,-73.961597,40.79591,-73.93843299999997,40.813148,1
7.3,2010-03-15 07:41:00 UTC,0.0,0.0,0.0,0.0,1
10.0,2013-08-10 00:42:00 UTC,-74.005942,40.739957,-73.99319,40.722707,1
11.3,2009-11-26 19:45:33 UTC,-73.97076700000002,40.762083,-73.9214,40.764162,1
5.7,2012-02-06 08:34:00 UTC,0.0,0.0,0.0,0.0,6
9.0,2013-05-24 11:58:55 UTC,-73.99395200000002,40.717957,-73.99740200000002,40.73668,1
11.7,2012-06-06 21:54:22 UTC,-73.967871,40.751413,-74.00012199999998,40.730699,2
49.57,2010-07-24 18:16:56 UTC,-73.930397,40.801147,-73.782718,40.64404,1
5.5,2015-03-06 18:44:36 UTC,-73.95561981201173,40.77986526489258,-73.953125,40.77263641357422,1
16.0,2014-11-20 07:47:36 UTC,-73.929254,40.768248,-73.968542,40.754718,1
17.0,2014-05-09 14:59:16 UTC,-73.990535,40.740216,-73.958784,40.71036,2
10.5,2013-05-13 15:25:13 UTC,-73.961455,40.768891,-73.986106,40.7768,1
6.5,2013-01-09 19:36:00 UTC,-73.990887,40.74231,-73.974147,40.737232,1
3.7,2009-06-12 14:34:00 UTC,-73.96255,40.770135,-73.960862,40.775183,5
7.3,2009-03-20 15:18:36 UTC,-73.97207399999998,40.763486,-73.954647,40.788363,1
3.3,2010-04-26 17:33:00 UTC,-73.967883,40.80284,-73.97064300000002,40.79884000000001,1
19.5,2013-10-10 07:27:00 UTC,-73.984775,40.737037,-74.015955,40.715167,1
6.5,2013-02-04 10:24:50 UTC,-73.95614499999998,40.767902,-73.96765500000002,40.76313,1
11.7,2009-06-29 23:07:23 UTC,-73.963622,40.768387,-73.995572,40.723323,1
10.9,2012-03-07 10:23:00 UTC,-73.981942,40.774995,-73.970998,40.751005,5
8.1,2011-01-07 22:36:00 UTC,-73.981222,40.741488,-73.98179499999998,40.764675,1
7.7,2009-06-20 13:51:00 UTC,-73.976743,40.741707,-73.974735,40.763103,1
16.5,2015-02-16 09:18:46 UTC,-74.00340270996094,40.75121688842773,-74.00897979736328,40.703800201416016,1
12.0,2013-07-15 08:01:05 UTC,-73.977703,40.750617,-73.996133,40.756144,4
5.3,2010-01-17 22:44:00 UTC,-73.992085,40.742507,-73.982342,40.731512,5
7.7,2010-07-10 14:51:05 UTC,-74.000578,40.718529,-74.003984,40.740409,1
5.5,2013-10-12 19:26:00 UTC,-73.986232,40.762205,-73.982445,40.770767,3
7.3,2009-09-24 20:13:21 UTC,-73.975569,40.758017,-73.956386,40.784147,1
9.7,2012-04-10 10:09:00 UTC,-74.009357,40.713307,-74.003485,40.749067,1
19.5,2009-03-26 19:21:54 UTC,-73.966592,40.773155,-74.00174,40.732642,1
10.0,2015-01-01 12:49:32 UTC,-73.97940826416014,40.74648666381836,-74.00521850585938,40.7287483215332,1
4.1,2010-07-08 23:56:18 UTC,-73.999734,40.738413,-74.000681,40.732364,1
3.3,2010-07-14 17:03:43 UTC,-73.98661899999998,40.749187,-73.99255600000002,40.751826,1
10.5,2014-03-12 12:57:26 UTC,-73.997051,40.729732,-73.983561,40.755583,1
15.5,2015-04-02 11:07:44 UTC,-73.96671295166014,40.76309585571289,-73.99411010742188,40.72856140136719,1
6.9,2011-04-22 08:27:08 UTC,-73.995308,40.727075,-74.015799,40.715483,2
3.3,2010-02-16 11:17:00 UTC,-73.961403,40.774728,-73.96433,40.7722,1
23.0,2014-10-20 17:21:38 UTC,-73.782613,40.644422,-73.882662,40.678569,1
33.0,2015-02-27 19:38:58 UTC,-73.99642944335938,40.7254753112793,-73.94358825683594,40.835670471191406,2
7.7,2009-11-01 06:13:00 UTC,-73.962358,40.767305,-73.989558,40.77303,1
12.1,2010-09-08 00:33:00 UTC,-73.990397,40.718962,-73.946513,40.715468,3
10.5,2011-04-28 14:22:00 UTC,-73.99167299999998,40.749862,-73.983398,40.77429,2
3.7,2011-07-08 19:53:13 UTC,-73.983564,40.722091,-73.989809,40.720763,1
6.5,2012-08-23 07:15:00 UTC,-73.98735500000002,40.750557,-73.968333,40.760605,6
10.1,2011-05-21 12:46:00 UTC,-73.987388,40.728908,-73.993723,40.731813,2
6.9,2010-02-19 05:11:00 UTC,-73.9907,40.736285,-73.97884300000003,40.72396,1
18.0,2014-08-15 23:33:00 UTC,-74.00989,40.718695,-73.97684699999998,40.78935,1
10.5,2015-06-29 18:47:24 UTC,-73.98881530761719,40.743816375732415,-73.96917724609375,40.75885009765625,2
10.9,2010-03-18 06:35:35 UTC,-73.985237,40.717698,-73.929513,40.758343,1
12.5,2011-11-18 07:38:53 UTC,-73.9421,40.7544,-73.9209,40.7245,1
31.7,2010-01-01 13:32:39 UTC,-74.015015,40.718181,-73.861912,40.768499,1
7.7,2011-08-25 16:30:00 UTC,-73.975268,40.757858,-73.978978,40.776455,3
5.0,2013-11-06 06:48:40 UTC,-73.99816899999998,40.745553,-74.00528,40.751327,1
6.9,2011-02-23 19:07:16 UTC,-73.985723,40.768105,-73.968906,40.755701,1
11.7,2011-05-03 00:34:00 UTC,-73.979915,40.743177,-74.011543,40.70348,1
5.5,2012-10-13 17:24:34 UTC,-73.960964,40.76687,-73.960964,40.76687,1
13.7,2011-04-06 22:15:19 UTC,-73.984095,40.737728,-73.994223,40.69786,1
8.9,2010-06-29 16:34:00 UTC,-73.974113,40.763225,-73.987368,40.750543,5
10.5,2010-09-08 17:51:00 UTC,-74.015978,40.710663,-73.975557,40.753795,3
12.1,2011-12-22 17:28:00 UTC,-73.972753,40.75271,-73.944007,40.769523,1
10.0,2013-02-03 22:50:00 UTC,-73.982247,40.775142,-73.957802,40.775455,1
6.9,2012-05-15 18:54:16 UTC,-73.999554,40.754398,-73.978537,40.752252,1
12.9,2012-07-22 19:00:34 UTC,-73.992791,40.723866,-73.963192,40.684747,2
9.3,2012-07-13 19:36:32 UTC,-73.951037,40.775033,-73.976927,40.74337,1
5.7,2010-01-17 14:13:00 UTC,-73.99082,40.739583,-73.98916700000002,40.751418,2
14.5,2009-11-08 16:32:00 UTC,-73.955403,40.76457,-73.991217,40.750182,1
7.3,2009-08-28 17:58:44 UTC,-74.008282,40.72172800000001,-73.9929,40.736896,2
22.0,2013-07-03 12:01:19 UTC,-73.972813,40.750037,-73.96771600000002,40.802454,2
8.5,2013-07-15 07:07:07 UTC,-73.99552299999998,40.734324,-73.980634,40.750275,1
3.3,2009-11-19 02:10:37 UTC,-74.006671,40.744094,-74.002088,40.750857,1
4.1,2010-01-16 00:42:00 UTC,-73.982277,40.775152,-73.977243,40.78448,2
7.3,2010-08-09 13:11:37 UTC,-73.98477199999998,40.757571,-73.982958,40.776942,2
7.7,2011-10-14 20:32:24 UTC,-73.982158,40.778656,-73.969153,40.765914,2
7.3,2009-01-29 11:16:00 UTC,-73.977923,40.752255,-73.996392,40.75322,3
12.9,2012-07-28 19:10:27 UTC,-73.99750999999998,40.72253900000001,-73.96941600000002,40.764767,1
7.5,2013-02-21 14:51:00 UTC,-73.95604499999997,40.802257,-73.95604499999997,40.802257,5
9.0,2014-07-24 08:47:50 UTC,-74.014471,40.71561,-74.017836,40.705387,1
10.0,2014-01-28 22:40:00 UTC,-73.97792,40.76643,-73.976405,40.741812,1
9.5,2013-03-08 21:37:00 UTC,-74.01435699999998,40.717912,-74.00742199999998,40.741825,6
7.5,2014-11-07 11:42:16 UTC,-73.98749000000002,40.759698,-73.998082,40.740762,1
7.5,2012-11-24 19:42:00 UTC,-73.989615,40.73417,-74.00305999999998,40.74246,1
8.5,2011-10-30 15:15:18 UTC,-73.982549,40.751249,-74.008489,40.735244,1
26.5,2013-07-14 02:32:00 UTC,-74.00070699999998,40.743017,-73.9379,40.848477,1
2.9,2009-11-16 10:46:00 UTC,-73.99853,40.734773,-73.997408,40.736705,1
6.5,2014-11-15 22:06:27 UTC,-73.975052,40.783033,-73.98724,40.765562,2
10.9,2010-03-11 18:53:32 UTC,-73.87078100000002,40.77381,-73.916382,40.76451,1
5.5,2014-11-05 22:52:00 UTC,-73.962227,40.800192,-73.975892,40.785507,2
10.5,2012-11-17 23:09:00 UTC,-73.98740500000002,40.760665,-73.97189,40.79186,1
12.5,2014-11-24 21:06:00 UTC,-73.994252,40.751977,-73.97739200000002,40.786127,1
8.1,2009-11-09 18:35:53 UTC,-73.984217,40.728824,-73.997811,40.746262,1
24.27,2010-05-22 20:36:00 UTC,-73.86564,40.771157,-73.94712,40.813488,2
5.0,2013-07-25 23:58:00 UTC,-73.99006700000002,40.762107,-73.987707,40.770247,1
30.33,2013-09-13 22:29:32 UTC,-73.872742,40.774234,-73.98617,40.746419,1
28.5,2012-04-27 14:48:00 UTC,-73.985795,40.741132,-73.88523199999999,40.771807,1
5.7,2009-08-18 18:04:00 UTC,-73.844187,40.721485,-73.832943,40.713217,2
4.1,2010-10-22 00:15:13 UTC,-74.00054499999997,40.76148,-73.991484,40.75797,1
13.0,2013-10-25 10:23:00 UTC,-73.995705,40.725362,-73.993837,40.736227,1
5.7,2010-01-03 10:50:10 UTC,-73.990391,40.758319,-73.974813,40.763735,1
10.5,2010-09-09 20:03:36 UTC,-73.97242299999998,40.793535,-73.97473199999997,40.78931,1
8.5,2014-10-28 17:53:00 UTC,-73.991342,40.749722,-74.000893,40.73591,1
9.3,2011-08-20 20:16:00 UTC,-74.002948,40.706375,-73.973773,40.731297,1
37.83,2014-06-03 22:36:00 UTC,-73.863562,40.770042,-73.980035,40.780497,6
10.5,2013-09-09 22:41:28 UTC,-73.966386,40.767198,-73.948002,40.803905,1
6.0,2013-04-02 18:54:00 UTC,-73.966217,40.762192,-73.95340300000002,40.779572,2
9.3,2010-05-14 11:23:00 UTC,-73.98817199999998,40.731843,-73.984155,40.7504,1
5.3,2010-06-15 20:10:00 UTC,-73.966222,40.789692,-73.97617199999998,40.780983,3
18.1,2012-04-14 01:48:00 UTC,-73.99730500000003,40.721795,-73.955107,40.799315,1
8.1,2011-09-01 10:56:04 UTC,-73.9563,40.7674,-73.9539,40.791,1
9.0,2015-01-07 08:52:42 UTC,-73.9766082763672,40.74766159057617,-73.99015808105469,40.7518310546875,1
14.1,2011-11-20 04:52:39 UTC,-73.96059100000002,40.71935300000001,-73.965334,40.68822700000001,1
31.83,2013-06-27 21:02:37 UTC,-73.870804,40.773724,-73.973849,40.736976,1
5.5,2013-11-17 01:02:00 UTC,-73.956692,40.718872,-73.958903,40.708802,1
4.1,2010-12-11 00:24:08 UTC,-73.955393,40.77693,-73.94461700000002,40.776643,1
4.5,2013-02-02 14:50:00 UTC,-73.98078000000002,40.737892,-73.986502,40.730267,6
9.0,2014-11-20 20:26:27 UTC,-73.976315,40.755189,-73.991073,40.750774,2
9.3,2011-01-13 17:51:39 UTC,-73.979563,40.747764,-73.992406,40.749242,1
16.5,2011-08-22 14:32:00 UTC,-73.962037,40.779063,-73.997372,40.724655,5
123.0,2014-03-13 02:54:59 UTC,-73.97122399999998,40.75546,-73.683536,40.986561,1
6.1,2009-06-01 19:18:47 UTC,-73.991664,40.76458,-73.996578,40.75290800000001,2
12.0,2012-12-28 03:00:23 UTC,-73.88978900000002,40.747099,-73.921971,40.769773,1
31.33,2014-03-14 21:54:00 UTC,-73.937715,40.758277,-73.86026,40.72912,1
6.9,2009-07-30 23:36:51 UTC,-73.989377,40.730762,-74.001707,40.716799,1
4.5,2010-07-27 19:49:00 UTC,-73.98794699999998,40.733627,-73.97819,40.729548,2
10.9,2010-01-11 08:55:08 UTC,-73.971243,40.78269,-73.97224399999998,40.75978,1
6.2,2009-01-11 21:03:32 UTC,-73.984204,40.760324,-73.974056,40.749922,1
6.0,2014-06-13 16:17:21 UTC,-73.98185500000002,40.770387,-73.979795,40.781151,3
5.5,2014-07-22 16:34:59 UTC,-73.99056,40.700627,-73.993997,40.694782,1
22.0,2012-10-11 19:06:39 UTC,-73.979925,40.75319,-73.941357,40.8168,1
7.7,2010-01-18 17:52:47 UTC,-73.989651,40.766693,-73.997823,40.740903,1
4.1,2009-11-02 07:39:00 UTC,-73.974845,40.755977,-73.974885,40.762408,1
6.9,2011-06-26 03:03:00 UTC,-74.006333,40.722795,-74.014333,40.708262,2
4.9,2009-07-01 19:30:00 UTC,-74.008393,40.703602,-74.006773,40.69838,2
5.7,2011-12-15 21:27:00 UTC,-73.955505,40.768597,-73.968378,40.759292,1
4.9,2012-05-20 23:24:00 UTC,-73.990713,40.75608,-73.991217,40.750393,1
26.33,2014-06-21 20:07:49 UTC,-73.967575,40.80061,-73.914503,40.775495,2
6.0,2013-01-29 05:00:12 UTC,-73.982444,40.74337,-73.994111,40.751474,1
6.1,2010-09-24 17:39:00 UTC,-73.976175,40.760135,-73.985615,40.74785,1
16.0,2014-05-27 15:50:41 UTC,-74.01371999999998,40.709434,-73.994749,40.750349,1
