Id,SalePrice
1461,124562.0970835182
1462,152407.4147838604
1463,181217.15273988893
1464,188460.08433771654
1465,192355.7139176442
1466,185490.0408007101
1467,170517.69840694312
1468,176160.4077155583
1469,183077.73521262777
1470,128634.55973764771
1471,202408.0035503421
1472,100395.219411558
1473,106231.53352769343
1474,152558.4335488071
1475,124967.0572664451
1476,337600.473575906
1477,252427.00855957158
1478,299739.3917506122
1479,298405.5304737376
1480,388388.6751906077
1481,301130.67640932056
1482,208138.01414816812
1483,186510.86133634302
1484,178212.22716959147
1485,178102.1702716225
1486,198515.8740319656
1487,298448.80772235215
1488,240203.16396151067
1489,198715.13439478452
1490,218146.71509972285
1491,197435.57161247535
1492,104594.27213210936
1493,177104.28069425965
1494,287727.25858838134
1495,277326.04476351774
1496,232026.9787434866
1497,184730.7199561072
1498,161149.06922894588
1499,159473.71460738665
1500,161526.153074203
1501,170260.00852892973
1502,164432.5994692575
1503,260700.80602444083
1504,220995.20354950477
1505,219145.42131050793
1506,184019.70357016032
1507,236867.45003318723
1508,190262.13714925473
1509,156957.03566550798
1510,148196.16615013735
1511,149908.41562571077
1512,170835.04014491264
1513,148760.25527174355
1514,151902.3541441953
1515,180295.86029244206
1516,154922.19578329177
1517,149949.57781304995
1518,141457.3599984175
1519,223081.12062203322
1520,138370.45777966944
1521,140756.9210633253
1522,162185.60260450834
1523,121482.78801855212
1524,121834.23442121885
1525,125221.63051750603
1526,125801.52645169412
1527,110868.55250734623
1528,127352.46612190804
1529,142364.2573953907
1530,164013.48558905203
1531,134718.3016516167
1532,105207.0185070224
1533,138908.19989770398
1534,121183.21308856958
1535,145957.89471078006
1536,122155.09039215988
1537,99797.78996692572
1538,143811.16519783752
1539,180287.0658189693
1540,122530.67733148337
1541,138318.4290644607
1542,135023.9762332418
1543,172794.38666727324
1544,90818.11014623729
1545,106823.03428566776
1546,123803.4967764749
1547,133969.0565748997
1548,127055.08660493868
1549,113495.17285506532
1550,140391.25974945026
1551,122871.17409726625
1552,144368.18073757738
1553,135499.12547711696
1554,115360.92127534848
1555,166531.3752494241
1556,101644.97622775308
1557,118937.10771206535
1558,106033.80297261977
1559,117118.82111941147
1560,140509.7490279516
1561,147342.32126390058
1562,127547.64664904894
1563,123657.79502992013
1564,160831.8380012912
1565,154355.46104352747
1566,201628.6177179208
1567,95160.89179000637
1568,216285.34537723963
1569,155846.09619611103
1570,139664.1128576836
1571,127443.26959662825
1572,141707.36000449842
1573,227103.69836122153
1574,136727.0067500986
1575,207042.9385025558
1576,225949.07739829994
1577,194745.6230189727
1578,146120.4240790036
1579,143845.6062712436
1580,192268.68899355855
1581,138540.47799387443
1582,127891.4242443372
1583,311743.47701795667
1584,232633.93530928533
1585,147075.62562385286
1586,92969.14470173001
1587,113066.88563546819
1588,143332.9162148652
1589,108819.77675338161
1590,133727.39218047095
1591,103772.36364940877
1592,133166.46375500472
1593,120427.52217785455
1594,126768.2326125027
1595,130841.55433765166
1596,200453.40365932602
1597,165832.14966320715
1598,182131.43477654926
1599,163142.09563229684
1600,178745.77338535598
1601,87585.4826274334
1602,114388.07707820134
1603,103041.70973505349
1604,264026.3441378722
1605,241112.90153650127
1606,162706.65688261262
1607,166692.21042305656
1608,213205.9166954955
1609,190233.05600682832
1610,161018.82249583516
1611,147528.98098694513
1612,189412.76579311054
1613,179540.29211957054
1614,121098.10010016437
1615,93339.725589397
1616,90122.73343460208
1617,99228.58383357071
1618,123069.0013846751
1619,135523.32704778435
1620,173351.16620790528
1621,139942.11217502327
1622,141578.5190214001
1623,255599.1999752115
1624,219544.66915754846
1625,126542.91716641892
1626,168079.97085138113
1627,186020.85525306396
1628,263566.32270245464
1629,173377.43603050426
1630,295930.73671610875
1631,199310.30672270502
1632,234241.97429940055
1633,172126.4360906272
1634,184451.16414012242
1635,183372.18286873822
1636,170385.2369543183
1637,181093.58362780474
1638,198443.10625215588
1639,182024.04569969047
1640,228005.1106286634
1641,174823.68396859083
1642,217653.6042776695
1643,221520.4842290902
1644,217770.98959882229
1645,184879.75193433202
1646,154995.70411953135
1647,160978.88658555117
1648,141820.87224123572
1649,137996.31934746687
1650,123890.79869820064
1651,122306.57519599995
1652,100472.25103154524
1653,100508.02125385357
1654,154368.25585954878
1655,146764.13618594446
1656,150376.8585706945
1657,153558.67098678375
1658,154557.70811205384
1659,128226.00585986624
1660,148246.0802365322
1661,384536.70823242236
1662,314980.7041454625
1663,363072.44630286767
1664,386465.22842346755
1665,309418.1643225631
1666,314322.2855993208
1667,326167.79089061107
1668,326510.4382935866
1669,282133.0396745488
1670,326502.79128082166
1671,260193.01857061184
1672,372233.81783411396
1673,290120.5985502245
1674,246909.066400156
1675,196413.58973547423
1676,194329.5466210037
1677,207753.12423398273
1678,378695.14189935697
1679,359550.4102935619
1680,301206.1045384136
1681,243880.6247392556
1682,306417.3221006315
1683,196611.28097006498
1684,183311.90027548393
1685,182786.03842294088
1686,182548.49369864824
1687,173003.7200730952
1688,194280.91716499216
1689,194254.8686739916
1690,189092.1678165258
1691,182099.44655206663
1692,245384.08198015462
1693,172545.71507817187
1694,182143.1917806076
1695,172579.73723037864
1696,259628.08967496862
1697,168905.41428245592
1698,312107.2587949166
1699,314529.2132801465
1700,240240.5822686009
1701,256953.3262590159
1702,256093.42295902374
1703,256855.93238658062
1704,285008.29388660355
1705,231012.46817320166
1706,372096.8613172033
1707,209605.74603007955
1708,202191.70599607445
1709,261085.63822346707
1710,225500.8326277694
1711,253661.0119712464
1712,264524.2243291498
1713,259673.2521466999
1714,217696.94351109955
1715,198133.4920137545
1716,175560.4824962528
1717,163704.27298979784
1718,133898.20108174218
1719,204951.8094951282
1720,240374.64151988208
1721,164064.19733800527
1722,127829.9867044464
1723,156769.70184655872
1724,216346.06055944203
1725,224387.71540483003
1726,189679.63912999182
1727,178760.6089140357
1728,188818.80000048617
1729,163015.73382211765
1730,150543.8778744297
1731,126494.82798835226
1732,129925.45865957443
1733,125809.80395413461
1734,129886.99797892947
1735,132139.4989203893
1736,123927.92260958288
1737,263965.26814869035
1738,215039.1230382149
1739,247409.92654568082
1740,229497.35863367666
1741,184565.92026273193
1742,168865.35538099348
1743,173196.48774943844
1744,254942.52088517277
1745,205180.4098137972
1746,192799.52517145118
1747,199526.4430570602
1748,204703.53861565702
1749,163551.5265573331
1750,140860.25147713875
1751,209232.69420312828
1752,124503.54724371537
1753,155528.96117277388
1754,194002.65534552385
1755,169161.2211282829
1756,123921.93229961746
1757,121884.85359019572
1758,149702.63298390247
1759,163481.659214669
1760,162509.4464869307
1761,152304.04434187667
1762,170949.2880784486
1763,167924.31978414027
1764,122443.42371431636
